Begin Time - hh:mm:ss.ms	Begin Time - ss.msec	End Time - hh:mm:ss.ms	End Time - ss.msec	Duration - hh:mm:ss.ms	Duration - ss.msec	R Reim	Tg1a Kapitel	Ms1 Seite	Lemma	M2c Flexion Beleg 2	S2 Stammbaum	Ms2 Zeile	Tg2b Halbvers	Standard W	M1a DDDTS Lemma	S1a Satz	Sprache	Übersetzung	Tg3a Capitulum	M2b Flexion Beleg 1	Ts1 Seite Ed.2	Ts1 Seite Ed.1	Tg Kommentar	Ts1 Seite Ed.3	R Kommentar	Tg1b Unterkapitel	S1b Hierarchie	Referenz	Tg3b Section	Ts2 Zeile Ed.1	Referenztext R	Manuskript W	Ts2 Zeile Ed.2	Ts2 Zeile Ed.3	Tg3c Canon	M1b DDDTS Beleg	M2a Flexion Lemma	Referenztext W	Manuskript R	Lemmanachweis	Tg2a Vers	Identifizierer	File Path
00:02:49.000	169.0	00:02:50.200	170.2	00:00:01.200	1.2		I		irstantan	imp_pres_sg_2				irstant	VV	CF_U_Imp	goh	aufstehen, sich erheben		st6		3						::1350		19		Ar stant				VVIMP	st6	Ar stant				::1350	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:50.200	170.2	00:02:51.000	171.0	00:00:00.800	0.8		I		nëman	imp_pres_sg_2				nim	VV	CF_U_Imp 	goh	nehmen		st4		3						::1360		19		nim				VVIMP	st4	nim				::1360	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:51.400	171.4	00:02:52.400	172.4	00:00:01.000	1.0		I		din	neut_sg_acc_0				dīn	DPOS	CF_U_Imp 	goh	dein		a,o		3						::1370		20		diin				DPOS	a,o	diin				::1370	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:52.400	172.4	00:02:53.600	173.6	00:00:01.200	1.2		I		betti	sg_acc				betti	NA	CF_U_Imp 	goh	Bett		ja_neut		3						::1380		20		betti				NA	ja_neut	betti				::1380	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:54.000	174.0	00:02:55.000	175.0	00:00:01.000	1.0		I		inti					inti	KO	CF_I_Imp 	goh	und				3						::1390		20		enti				KON		enti				::1390	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:55.000	175.0	00:02:56.000	176.0	00:00:01.000	1.0		I		gangan	imp_pres_sg_2				gang	VV	CF_I_Imp 	goh	gehen		red1		3						::1400		20		ganc				VVIMP	red1	ganc				::1400	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:56.000	176.0	00:02:57.800	177.8	00:00:01.800	1.8		I									CF_I_Imp 						3						::1410		20												::1410	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:57.800	177.8	00:02:58.600	178.6	00:00:00.800	0.8		I		hus	sg_dat				hūse	NA	CF_I_Imp 	goh	Haus		a_neut		3						::1420		20		hûs				NA	a_neut	hûs				::1420	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:02:59.000	179.0	00:03:00.000	180.0	00:00:01.000	1.0		I		inti					inti	KO	CF_I_M 	goh	und				3						::1430		20		enti				KON		enti				::1430	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
00:03:00.000	180.0	00:03:00.600	180.6	00:00:00.600	0.6		I		ër	masc_sg_nom_3				ër	PPER	CF_I_M 	goh	er, sie, es				3						::1440		20		er				PPER		er				::1440	file:///media/vbspace/ddd/data/Monsee/9_corrections/MF-1_M.I.eaf
